Synonym,ChecklistName
Pseudosasa japonica tsutsumiana,Pseudosasa japonica var. tsutsumiana
Pseudothemis zonata,Pseudothemis zonata
Psidium cattleianum var. littorale,Psidium cattleianum var. littorale
Psidium cattleianum littorale,Psidium cattleianum var. littorale
Psidium guajava,Psidium guajava
Psilopogon faber,Psilopogon faber
Megalaima virens,Psilopogon virens
Psilopogon virens,Psilopogon virens
Psilotum nudum,Psilotum nudum
Psittacula eupatria,Psittacula eupatria
Psittacula krameri,Psittacula krameri
Psophocarpus tetragonolobus,Psophocarpus tetragonolobus
Psychotria asiatica,Psychotria asiatica
Psychotria serpens,Psychotria serpens
Psychotria tutcheri,Psychotria tutcheri
Pteridium aquilinum var. latiusculum,Pteridium aquilinum var. latiusculum
Pteridium aquilinum latiusculum,Pteridium aquilinum var. latiusculum
Pteris biaurita,Pteris biaurita
Pteris cadieri,Pteris cadieri
Pteris dimorpha,Pteris cadieri
Pteris deltodon,Pteris deltodon
Pteris dispar,Pteris dispar
Pteris semipinnata var. dispar,Pteris dispar
Pteris semipinnata dispar,Pteris dispar
Pteris ensiformis,Pteris ensiformis
Pteris fauriei,Pteris fauriei
Pteris finotii,Pteris finotii
Pteris grevilleana,Pteris grevilleana
Pteris insignis,Pteris insignis
Pteris linearis,Pteris linearis
Pteris multifida,Pteris multifida
Pteris oshimensis,Pteris oshimensis
Pteris semipinnata,Pteris semipinnata
Pteris vittata,Pteris vittata
Pterocarpus indicus,Pterocarpus indicus
Pterocarya stenoptera,Pterocarya stenoptera
Pterocryptis anomala,Pterocryptis anomala
Lactuca indica,Pterocypsela indica
Pterocypsela indica,Pterocypsela indica
Pterocypsela laciniata,Pterocypsela laciniata
Pterocypsela raddeana,Pterocypsela raddeana
Pterodroma heraldica,Pterodroma heraldica
Dryonastes chinensis,Pterorhinus chinensis
Garrulax chinensis,Pterorhinus chinensis
Pterorhinus chinensis,Pterorhinus chinensis
Babax lanceolatus,Pterorhinus lanceolatus
Garrulax lanceolatus,Pterorhinus lanceolatus
Pterorhinus lanceolatus,Pterorhinus lanceolatus
Garrulax pectoralis,Pterorhinus pectoralis
Pterorhinus pectoralis,Pterorhinus pectoralis
Pterorhinus pectoralis picticollis,Pterorhinus pectoralis
Garrulax perspicillatus,Pterorhinus perspicillatus
Pterorhinus perspicillatus,Pterorhinus perspicillatus
Garrulax sannio,Pterorhinus sannio
Ianthocincla sannio,Pterorhinus sannio
Pterorhinus sannio,Pterorhinus sannio
Pterospermum heterophyllum,Pterospermum heterophyllum
Ptyas korros,Ptyas korros
Cyclophiops major,Ptyas major
Cyclophis major,Ptyas major
Opheodrys major,Ptyas major
Ptyas major,Ptyas major
Ptyas mucosus,Ptyas mucosus
Ptyas mucosa,Ptyas mucosus
Ptychosperma macarthurii,Ptychosperma macarthurii
Pueraria lobata,Pueraria lobata
Pueraria lobata var. montana,Pueraria lobata var. montana
Pueraria montana,Pueraria lobata var. montana
Pueraria lobata montana,Pueraria lobata var. montana
Pueraria lobata var. thomsonii,Pueraria lobata var. thomsonii
Pueraria thomsonii,Pueraria lobata var. thomsonii
Pueraria lobata thomsonii,Pueraria lobata var. thomsonii
Pueraria phaseoloides,Pueraria phaseoloides
Neustanthus phaseoloides,Pueraria phaseoloides
Punica granatum,Punica granatum
Puntius filamentosus,Puntius filamentosus
Drypetes formosana,Putranjiva formosana
Putranjiva formosana,Putranjiva formosana
Drypetes roxburghii,Putranjiva roxburghii
Putranjiva roxburghii,Putranjiva roxburghii
Pycnonotus aurigaster,Pycnonotus aurigaster
Pycnonotus jocosus,Pycnonotus jocosus
Pycnonotus jocosus jocosus,Pycnonotus jocosus
Pycnonotus sinensis,Pycnonotus sinensis
Pycnonotus sinensis sinensis,Pycnonotus sinensis
Pycnospora lutescens,Pycnospora lutescens
Cyperus flavidus,Pycreus flavidus
Pycreus flavidus,Pycreus flavidus
Pycreus globosus,Pycreus flavidus
Pycreus golohosus,Pycreus flavidus
Cyperus polystachyus,Pycreus polystachyos
Pycreus polystachyos,Pycreus polystachyos
Cyperus pumilus,Pycreus pumilus
Pycreus pumilus,Pycreus pumilus
Cyperus sanguinolentus,Pycreus sanguinolentus
Pycreus sanguinolentus,Pycreus sanguinolentus
Pygeum topengii,Pygeum topengii
Pyracantha crenulata,Pyracantha crenulata
Pyrenaria microcarpa,Pyrenaria microcarpa
Tutcheria microcarpa,Pyrenaria microcarpa
Pyrenaria spectabilis,Pyrenaria spectabilis
Tutcheria championii,Pyrenaria spectabilis
Tutcheria spectabilis,Pyrenaria spectabilis
Pyrenaria microcarpa var. ovalifolia,Pyrenaria symplocifolia
Pyrenaria symplocifolia,Pyrenaria symplocifolia
Pyrenaria microcarpa ovalifolia,Pyrenaria symplocifolia
Pyrostegia ignea,Pyrostegia venusta
Pyrostegia venusta,Pyrostegia venusta
Pyrrosia adnascens,Pyrrosia adnascens
Pyrrosia lanceolata,Pyrrosia adnascens
Pyrrosia lingua,Pyrrosia lingua
Pyrus calleryana,Pyrus calleryana
Pyrus pyrifolia,Pyrus pyrifolia
Python bivittatus,Python bivittatus
Python molurus,Python bivittatus
Python molurus bivittatus,Python bivittatus
Paa exilispinosa,Quasipaa exilispinosa
Quasipaa exilispinosa,Quasipaa exilispinosa
Rana exilispinosa,Quasipaa exilispinosa
Rana paraspinosa,Quasipaa exilispinosa
Paa spinosa,Quasipaa spinosa
Quasipaa spinosa,Quasipaa spinosa
Rana latrans,Quasipaa spinosa
Rana spinosa,Quasipaa spinosa
Quercifilix zeylanica,Quercifilix zeylanica
Quercus acutissima,Quercus acutissima
Quercus fabri,Quercus fabri
Quisqualis indica,Quisqualis indica
Combretum indicum,Quisqualis indica
Eliotia jalindra,Rachana jalindra
Rachana jalindra,Rachana jalindra
Radermachera hainanensis,Radermachera hainanensis
Radermachera sinica,Radermachera sinica
Rallina eurizonoides,Rallina eurizonoides
Rallina eurizonoïdes,Rallina eurizonoides
Rallus aquaticus,Rallus aquaticus
Rallus indicus,Rallus indicus
Ranunculus cantoniensis,Ranunculus cantoniensis
Ranunculus sceleratus,Ranunculus sceleratus
Ranunculus scleratus,Ranunculus sceleratus
Rapala manea,Rapala manea
Raphanus sativus,Raphanus sativus
Rasbora cephalotaenia steineri,Rasbora steineri
Rasbora lateristriata allos,Rasbora steineri
Rasbora steineri,Rasbora steineri
Rasbora volzi pallopinna,Rasbora steineri
Rattus andamanensis,Rattus andamanensis
Rattus sikkimensis,Rattus andamanensis
Rattus losea,Rattus losea
Rattus norvegicus,Rattus norvegicus
Rattus rattus,Rattus rattus
Rattus tanezumi,Rattus tanezumi
Rauvolfia verticillata,Rauvolfia verticillata
Ravenala madagascariensis,Ravenala madagascariensis
Recurvirostra avosetta,Recurvirostra avosetta
Redigobius bikolanus,Redigobius bikolanus
Redigobius sp.1,Redigobius sp.1
Reevesia thyrsoidea,Reevesia thyrsoidea
Regulus regulus,Regulus regulus
Rehderodendron kwangtungense,Rehderodendron kwangtungense
Reineckea carnea,Reineckea carnea
Remelana jangala,Remelana jangala
Remelana jangala mudra,Remelana jangala
Remirea maritima,Remirea maritima
Remiz consobrinus,Remiz consobrinus
Reutealis trisperma,Reutealis trisperma
Polygonum cuspidatum,Reynoutria japonica
Reynoutria japonica,Reynoutria japonica
Natrix nuchalis,Rhabdophis nuchalis nuchalis
Nuchisulcophis nuchalis,Rhabdophis nuchalis nuchalis
Rhabdophis nuchalis,Rhabdophis nuchalis nuchalis
Rhabdophis nuchalis nuchalis,Rhabdophis nuchalis nuchalis
Natrix subminiatus subminiatus,Rhabdophis subminiatus helleri
Rhabdophis subminiatus,Rhabdophis subminiatus helleri
Rhabdophis subminiatus helleri,Rhabdophis subminiatus helleri
Tropidonotus subminiatus,Rhabdophis subminiatus helleri
Rhabdophis helleri,Rhabdophis subminiatus helleri
Rhabdosargus sarba,Rhabdosargus sarba
Sparus sarba,Rhabdosargus sarba
Rhamnus brachypoda,Rhamnus brachypoda
Rhamnus crenata,Rhamnus crenata
Rhamnus napalensis,Rhamnus napalensis
Rhaphidophora hongkongensis,Rhaphidophora hongkongensis
Rhaphiolepis indica,Rhaphiolepis indica
Rhaphiolepis lanceolata,Rhaphiolepis lanceolata
Rhapis excelsa,Rhapis excelsa
Rhapis gracilis,Rhapis gracilis
Rhinacanthus nasutus,Rhinacanthus nasutus
Ctenogobius duospilus,Rhinogobius duospilus
Ctenogobius whitleyi,Rhinogobius duospilus
Ctenogobius wui,Rhinogobius duospilus
Rhinogobius duospilus,Rhinogobius duospilus
Rhinogobius cervicosquamus,Rhinogobius leavelli
Rhinogobius leavelli,Rhinogobius leavelli
Ctenogobius giurinus,Rhinogobius similis
Ctenogobius hadropterus,Rhinogobius similis
Rhinogobius giurinus,Rhinogobius similis
Rhinogobius similis,Rhinogobius similis
Rhinolophus affinis,Rhinolophus affinis
Rhinolophus pusillus,Rhinolophus pusillus
Rhinolophus sinicus,Rhinolophus sinicus
Rhipidolestes janetae,Rhipidolestes janetae
Rhodeus ocellatus,Rhodeus ocellatus
Rhododendron championiae,Rhododendron championiae
Rhododendron farrerae,Rhododendron farrerae
Rhododendron hongkongense,Rhododendron hongkongense
Rhododendron moulmainense,Rhododendron moulmainense
Rhododendron westlandii,Rhododendron moulmainense
Rhododendron mucronatum,Rhododendron mucronatum
Rhododendron pulchrum,Rhododendron pulchrum
Rhododendron × pulchrum,Rhododendron pulchrum
Rhododendron pulchrum var. phoeniceum,Rhododendron pulchrum var. phoeniceum
Rhododendron pulchrum phoeniceum,Rhododendron pulchrum var. phoeniceum
Rhododendron simiarum,Rhododendron simiarum
Rhododendron simsii,Rhododendron simsii
Rhodoleia championii,Rhodoleia championii
Rhodomyrtus tomentosa,Rhodomyrtus tomentosa
Rhodothemis rufa,Rhodothemis rufa
Rhus chinensis,Rhus chinensis
Rhus hypoleuca,Rhus hypoleuca
Rhus succedanea,Rhus succedanea
Toxicodendron succedaneum,Rhus succedanea
Platyptera aspro,Rhyacichthys aspro
Rhyacichthys aspro,Rhyacichthys aspro
Rhynchopelates oxyrhynchus,Rhynchopelates oxyrhynchus
Therapon oxyrhynchus,Rhynchopelates oxyrhynchus
Hemiramphus georgii,Rhynchorhamphus georgii
Rhynchorhamphus georgii,Rhynchorhamphus georgii
Rhynchosia volubilis,Rhynchosia volubilis
Rhynchospora brownii,Rhynchospora brownii
Rhynchospora rugosa,Rhynchospora brownii
Rhynchospora rugosa subsp. brownii,Rhynchospora brownii
Rhynchospora rugosa brownii,Rhynchospora brownii
Rhynchospora chinensis,Rhynchospora chinensis
Rhynchospora corymbosa,Rhynchospora corymbosa
Rhynchospora gracillima,Rhynchospora gracillima
Rhynchospora malasica,Rhynchospora malasica
Rhynchospora nipponica,Rhynchospora malasica
Rhynchospora rubra,Rhynchospora rubra
Rhynchotechum ellipticum,Rhynchotechum ellipticum
Rhynchotechum formosanum,Rhynchotechum ellipticum
Rhyothemis fuliginosa,Rhyothemis fuliginosa
Rhyothemis triangularis,Rhyothemis triangularis
Rhyothemis variegata arria,Rhyothemis variegata arria
Rhyothemis variegata,Rhyothemis variegata arria
Richardia scabra,Richardia scabra
Ricinus communis,Ricinus communis
Riparia chinensis,Riparia chinensis
Riparia riparia,Riparia riparia
Rissa tridactyla,Rissa tridactyla
Rivina humilis,Rivina humilis
Robiquetia succisa,Robiquetia succisa
Rohana parisatis,Rohana parisatis
Rondeletia odorata,Rondeletia odorata
Nasturtium microspermum,Rorippa cantoniensis
Rorippa cantoniensis,Rorippa cantoniensis
Rorippa dubia,Rorippa dubia
Rorippa indica,Rorippa indica
Rosa chinensis,Rosa chinensis
Rosa cymosa,Rosa cymosa
Rosa henryi,Rosa henryi
Rosa kwangtungensis,Rosa kwangtungensis
Rosa kwangtungensis var. plena,Rosa kwangtungensis var. plena
Rosa kwangtungensis plena,Rosa kwangtungensis var. plena
Rosa laevigata,Rosa laevigata
Rosa luciae,Rosa luciae
Rosa wichurana,Rosa luciae
Rosa multiflora,Rosa multiflora
Rosa rugosa,Rosa rugosa
Rostratula benghalensis,Rostratula benghalensis
Rotala diversifolia,Rotala diversifolia
Rotala indica,Rotala indica
Ammannia pentandra,Rotala pentandra
Rotala pentandra,Rotala pentandra
Rotala rotundifolia,Rotala rotundifolia
Gardenia globosa,Rothmannia globosa
Rothmannia globosa,Rothmannia globosa
Randia maculata,Rothmannia longiflora
Rothmannia longiflora,Rothmannia longiflora
Rottboellia cochinchinensis,Rottboellia cochinchinensis
Rottboellia exaltata,Rottboellia cochinchinensis
Rourea microphylla,Rourea microphylla
Rourea minor,Rourea minor
Rousettus leschenaultii,Rousettus leschenaultii
Roystonea regia,Roystonea regia
Rubia cordifolia,Rubia wallichiana
Rubia wallichiana,Rubia wallichiana
Rubus alceifolius,Rubus alceifolius
Rubus moluccanus,Rubus alceifolius
Rubus pinnatisepalus,Rubus alceifolius
Rubus leucanthus,Rubus leucanthus
Rubus parvifolius,Rubus parvifolius
Rubus pirifolius,Rubus pirifolius
Rubus reflexus,Rubus reflexus
Rubus rosifolius,Rubus rosifolius
Rubus tsangii,Rubus tsangii
Rubus tsangiorum,Rubus tsangiorum
Rudbeckia hirta,Rudbeckia hirta
Ruellia brittoniana,Ruellia coerulea
Ruellia coerulea,Ruellia coerulea
Ruellia simplex,Ruellia coerulea
Rumex dentatus,Rumex dentatus
Rumex crispus,Rumex japonicus
Rumex japonicus,Rumex japonicus
Rumex microcarpus,Rumex microcarpus
Rumex wallichii,Rumex microcarpus
Rumex maritimus,Rumex trisetifer
Rumex trisetifer,Rumex trisetifer
Rungia chinensis,Rungia chinensis
Rungia pectinata,Rungia pectinata
Ruppia maritima,Ruppia maritima
Russelia equisetiformis,Russelia equisetiformis
Russelia sarmentosa,Russelia sarmentosa
Ruta graveolens,Ruta graveolens
Sabia limoniacea,Sabia limoniacea
Sabia swinhoei,Sabia swinhoei
Clemmys bealei,Sacalia bealei
Sacalia bealei,Sacalia bealei
Saccharum arundinaceum,Saccharum arundinaceum
Narenga fallax,Saccharum fallax
Saccharum fallax,Saccharum fallax
Saccharum officinarum,Saccharum officinarum
Saccharum spontaneum,Saccharum spontaneum
Sacciolepis indica,Sacciolepis indica
Sageretia thea,Sageretia thea
Sageretia theezans,Sageretia thea
Sagina japonica,Sagina japonica
Lophotocarpus guayanensis,Sagittaria guayanensis subsp. lappula
Lophotocarpus guyanensis,Sagittaria guayanensis subsp. lappula
Sagittaria guayanensis subsp. lappula,Sagittaria guayanensis subsp. lappula
Sagittaria guyanensis subsp. lappula,Sagittaria guayanensis subsp. lappula
Sagittaria guayanensis lappula,Sagittaria guayanensis subsp. lappula
Sagittaria guyanensis lappula,Sagittaria guayanensis subsp. lappula
Sagittaria sagittifolia subsp. leucopetala,Sagittaria trifolia subsp. leucopetala
Sagittaria trifolia,Sagittaria trifolia subsp. leucopetala
Sagittaria trifolia subsp. leucopetala,Sagittaria trifolia subsp. leucopetala
Sagittaria trifolia var. sinense,Sagittaria trifolia subsp. leucopetala
Sagittaria sagittifolia leucopetala,Sagittaria trifolia subsp. leucopetala
Sagittaria trifolia leucopetala,Sagittaria trifolia subsp. leucopetala
Sagittaria trifolia sinense,Sagittaria trifolia subsp. leucopetala
Saintpaulia ionantha,Saintpaulia ionantha
Salix × leucopithecia,Salix × leucopithecia
Salix leucopithecia,Salix × leucopithecia
Salix babylonica,Salix babylonica
Salomonia cantoniensis,Salomonia cantoniensis
Salomonia ciliata,Salomonia ciliata
Salomonia oblongifolia,Salomonia ciliata
Salomonia elongata,Salomonia elongata
Salvia chinensis,Salvia chinensis
Salvia coccinea,Salvia coccinea
Salvia farinacea,Salvia farinacea
Salvia japonica,Salvia japonica
Salvia leucantha,Salvia leucantha
Salvia officinalis,Salvia officinalis
Salvia plebeia,Salvia plebeia
Salvia splendens,Salvia splendens
Salvinia cucullata,Salvinia cucullata
Salvinia natans,Salvinia natans
Albizia saman,Samanea saman
Samanea saman,Samanea saman
Sambucus chinensis,Sambucus chinensis
Sanchezia parvibracteata,Sanchezia parvibracteata
Sandoricum koetjape,Sandoricum koetjape
Sanicula lamelligera,Sanicula lamelligera
Sansevieria cylindrica,Sansevieria cylindrica
Sansevieria trifasciata,Sansevieria trifasciata
Sanvitalia procumbens,Sanvitalia procumbens
Sapindus mukorossi,Sapindus saponaria
Sapindus saponaria,Sapindus saponaria
Sapium atrobadiomaculatum,Sapium atrobadiomaculatum
Sapium discolor,Sapium discolor
Triadica cochinchinensis,Sapium discolor
Sapium sebiferum,Sapium sebiferum
Triadica sebifera,Sapium sebiferum
Saraca dives,Saraca dives
Sarcandra glabra,Sarcandra glabra
Sarcococca longipetiolata,Sarcococca longipetiolata
Sarcosperma laurinum,Sarcosperma laurinum
Holboellia cuneata,Sargentodoxa cuneata
Sargentodoxa cuneata,Sargentodoxa cuneata
Sasa auricoma,Sasa auricoma
Sasa subglabra,Sasa subglabra
Satureja montana,Satureja montana
Saurauia tristyla,Saurauia tristyla
Sauropus androgynus,Sauropus androgynus
Breynia androgyna,Sauropus androgynus
Sauropus bacciformis,Sauropus bacciformis
Sauropus garrettii,Sauropus garrettii
Sauropus changianus,Sauropus spatulifolius
Sauropus spatulifolius,Sauropus spatulifolius
Breynia spatulifolia,Sauropus spatulifolius
Saururus chinensis,Saururus chinensis
Saussurea japonica,Saussurea japonica
Saxicola ferrea,Saxicola ferreus
Saxicola ferreus,Saxicola ferreus
Saxicola stejnegeri,Saxicola stejnegeri
Saxicola maurus,Saxicola stejnegeri
Saxifraga stolonifera,Saxifraga stolonifera
Scaevola hainanensis,Scaevola hainanensis
Scaevola frutescens,Scaevola taccada
Scaevola sericea,Scaevola taccada
Scaevola taccada,Scaevola taccada
Boleophthalmus chinensis,Scartelaos histophorus
Boleophthalmus histophorus,Scartelaos histophorus
Boleophthalmus sinicus,Scartelaos histophorus
Scartelaos histophorus,Scartelaos histophorus
Scatophagus argus,Scatophagus argus
Schefflera actinophylla,Schefflera actinophylla
Heptapleurum actinophyllum,Schefflera actinophylla
Schefflera arboricola,Schefflera arboricola
Heptapleurum arboricola,Schefflera arboricola
Schefflera heptaphylla,Schefflera heptaphylla
Schefflera octophylla,Schefflera heptaphylla
Heptapleurum heptaphyllum,Schefflera heptaphylla
Schima superba,Schima superba
Schima wallichii,Schima wallichii
Schinus terebinthifolia,Schinus terebinthifolia
Noemacheilus fasciolatus,Schistura fasciolata
Schistura fasciolata,Schistura fasciolata
Schistura incerta,Schistura incerta
Schizachyrium brevifolium,Schizachyrium brevifolium
Schizachyrium sanguineum,Schizachyrium sanguineum
Schizocapsa plantaginea,Schizocapsa plantaginea
Tacca plantaginea,Schizocapsa plantaginea
Bambusa dumetorum,Schizostachyum dumetorum
Schizostachyum dumetorum,Schizostachyum dumetorum
Schizostachyum funghomii,Schizostachyum funghomii
Schizostachyum pseudolima,Schizostachyum pseudolima
Schlumbergera truncata,Schlumbergera truncata
Zygocactus truncatus,Schlumbergera truncata
Schoenoplectus juncoides,Schoenoplectus juncoides
Scirpus juncoides,Schoenoplectus juncoides
Schoenoplectus lateriflorus,Schoenoplectus lateriflorus
Schoenoplectus supinus,Schoenoplectus lateriflorus
Scirpus lateriflorus,Schoenoplectus lateriflorus
Scirpus supinus var. lateriflorus,Schoenoplectus lateriflorus
Scirpus supinus lateriflorus,Schoenoplectus lateriflorus
Schoenoplectus littoralis subsp. subulatus,Schoenoplectus subulatus
Schoenoplectus subulatus,Schoenoplectus subulatus
Scirpus littoralis,Schoenoplectus subulatus
Scirpus subulatus,Schoenoplectus subulatus
Schoenoplectus littoralis subulatus,Schoenoplectus subulatus
Schoenoplectus mucronatus,Schoenoplectus triangulatus
Schoenoplectus triangulatus,Schoenoplectus triangulatus
Scirpus mucronatus,Schoenoplectus triangulatus
Scirpus triangulatus,Schoenoplectus triangulatus
Schoenus falcatus,Schoenus falcatus
Schoepfia chinensis,Schoepfia chinensis
Sciaphila ramosa,Sciaphila ramosa
Sciaphila megastyla,Sciaphila secundiflora
Sciaphila secundiflora,Sciaphila secundiflora
Leiolopisma modestum,Scincella modesta
Scincella modesta,Scincella modesta
Leiolopisma reevesi,Scincella reevesii
Scincella reevesii,Scincella reevesii
Scirpus hainanensis,Scirpus hainanensis
Scirpus ternatanus,Scirpus ternatanus
Scleria chinensis,Scleria ciliaris
Scleria ciliaris,Scleria ciliaris
Scleria corymbosa,Scleria corymbosa
Scleria ridleyi,Scleria corymbosa
Scleria harlandii,Scleria harlandii
Scleria laxa,Scleria laxa
Scleria hebecarpa,Scleria levis
Scleria hebecarpa var. pubescens,Scleria levis
Scleria levis,Scleria levis
Scleria hebecarpa pubescens,Scleria levis
Scleria lithosperma,Scleria lithosperma
Scleria biflora,Scleria parvula
Scleria parvula,Scleria parvula
Scleria tessellata,Scleria parvula
Scleria onoei,Scleria rugosa
Scleria rugosa,Scleria rugosa
Scleria elata,Scleria terrestris
Scleria radula,Scleria terrestris
Scleria terrestris,Scleria terrestris
Capella stenura,Scolopax rusticola
Scolopax rusticola,Scolopax rusticola
Scolopia chinensis,Scolopia chinensis
Scolopia saeva,Scolopia saeva
Scoparia dulcis,Scoparia dulcis
Scotophilus kuhlii,Scotophilus kuhlii
Scurrula parasitica,Scurrula parasitica
Scurrula parasiticus,Scurrula parasitica
Scutellaria barbata,Scutellaria barbata
Scutellaria formosana,Scutellaria formosana
Scutellaria indica,Scutellaria indica
Scutellaria tayloriana,Scutellaria tayloriana
Sebastiania chamaelea,Sebastiania chamaelea
Sechium edule,Sechium edule
Securidaca inappendiculata,Securidaca inappendiculata
Sedum alfredii,Sedum alfredii
Sedum lineare,Sedum lineare
Selaginella biformis,Selaginella biformis
Selaginella braunii,Selaginella braunii
Selaginella ciliaris,Selaginella ciliaris
Selaginella canaliculata,Selaginella delicatula
Selaginella delicatula,Selaginella delicatula
Selaginella flabellata,Selaginella delicatula
Selaginella doederleinii,Selaginella doederleinii
Selaginella involvens,Selaginella involvens
Selaginella kraussiana,Selaginella kraussiana
Selaginella labordei,Selaginella labordei
Selaginella limbata,Selaginella limbata
Selaginella moellendorffii,Selaginella moellendorffii
Selaginella remotifolia,Selaginella remotifolia
Selaginella doederleinii subsp. scabrifolia,Selaginella scabrifolia
Selaginella scabrifolia,Selaginella scabrifolia
Selaginella doederleinii scabrifolia,Selaginella scabrifolia
Selaginella tamariscina,Selaginella tamariscina
Selaginella trachyphylla,Selaginella trachyphylla
Selaginella uncinata,Selaginella uncinata
Selaginella xipholepis,Selaginella xipholepis
Selenodesmium siamense,Selenodesmium siamense
Senecio scandens,Senecio scandens
Senecio stauntonii,Senecio stauntonii
Cassia alata,Senna alata
Senna alata,Senna alata
Cassia bicapsularis,Senna bicapsularis
Senna bicapsularis,Senna bicapsularis
Cassia hirsuta,Senna hirsuta
Senna hirsuta,Senna hirsuta
Cassia multijuga,Senna multijuga
Senna multijuga,Senna multijuga
Cassia occidentalis,Senna occidentalis
Senna occidentalis,Senna occidentalis
Cassia polyphylla,Senna polyphylla
Senna polyphylla,Senna polyphylla
Cassia siamea,Senna siamea
Senna siamea,Senna siamea
Cassia sophera,Senna sophera
Senna sophera,Senna sophera
Cassia spectabilis,Senna spectabilis
Senna spectabilis,Senna spectabilis
Senna sulfurea,Senna sulfurea
Cassia surattensis,Senna surattensis
Senna surattensis,Senna surattensis
Cassia tora,Senna tora
Senna tora,Senna tora
Sephisa chandra,Sephisa chandra
Serissa foetida,Serissa japonica
Serissa japonica,Serissa japonica
Serissa serissoides,Serissa serissoides
Sesamum indicum,Sesamum indicum
Sesamum orientale,Sesamum indicum
Sesbania bispinosa,Sesbania bispinosa
Sesbania cannabina,Sesbania cannabina
Sesbania grandiflora,Sesbania grandiflora
Sesbania cochinchinensis,Sesbania javanica
Sesbania javanica,Sesbania javanica
Sesuvium portulacastrum,Sesuvium portulacastrum
Setaria faberi,Setaria faberi
Setaria geniculata,Setaria geniculata
Setaria italica,Setaria italica
Setaria italica var. germanica,Setaria italica var. germanica
Setaria italica germanica,Setaria italica var. germanica
Setaria palmifolia,Setaria palmifolia
Setaria pallidefusca,Setaria parviflora
Setaria parviflora,Setaria parviflora
Setaria plicata,Setaria plicata
Setaria verticillata,Setaria verticillata
Shorea robusta,Shorea robusta
Anas formosa,Sibirionetta formosa
Sibirionetta formosa,Sibirionetta formosa
Ablabes chinensis,Sibynophis chinensis chinensis
Sibynophis chinensis,Sibynophis chinensis chinensis
Sibynophis chinensis chinensis,Sibynophis chinensis chinensis
Sicyopterus lagocephalus,Sicyopterus lagocephalus
Sicyopterus longifilis,Sicyopterus longifilis
Sida acuta,Sida acuta
Sida alnifolia,Sida alnifolia
Sida cordata,Sida cordata
Sida cordifolia,Sida cordifolia
Sida humilis,Sida cordifolia
Sida rhombifolia,Sida rhombifolia
Sida subcordata,Sida subcordata
Sieboldius alexanderi,Sieboldius alexanderi
Sieboldius deflexus,Sieboldius deflexus
Siganus canaliculatus,Siganus canaliculatus
Siganus fuscescens,Siganus fuscescens
Siganus guttatus,Siganus guttatus
Sigesbeckia orientalis,Sigesbeckia orientalis
Sillago japonica,Sillago japonica
Sillago sihama,Sillago sihama
Silurus asotus,Silurus asotus
Sinictinogomphus clavatus,Sinictinogomphus clavatus
Sinningia speciosa,Sinningia speciosa
Arundinaria tootsik,Sinobambusa tootsik
Sinobambusa tootsik,Sinobambusa tootsik
Calliophis macclellandi,Sinomicrurus macclellandi
Hemibungarus macclellandi,Sinomicrurus macclellandi
Sinomicrurus macclellandi,Sinomicrurus macclellandi
Sinopora hongkongensis,Sinopora hongkongensis
Syndiclis hongkongensis,Sinopora hongkongensis
Sinosideroxylon wightianum,Sinosideroxylon wightianum
Sinosticta ogatai,Sinosticta ogatai
Paradoxornis webbianus,Sinosuthora webbiana
Sinosuthora webbiana,Sinosuthora webbiana
Suthora webbiana,Sinosuthora webbiana
Sinthusa chandrana,Sinthusa chandrana
Sinthusa chandrana grotei,Sinthusa chandrana
Sinthusa nasaka,Sinthusa nasaka
Siphonostegia chinensis,Siphonostegia chinensis
Siphonostegia laeta,Siphonostegia laeta
Sisyrinchium rosulatum,Sisyrinchium rosulatum
Sitta frontalis,Sitta frontalis
Parus varius,Sittiparus varius
Poecile varius,Sittiparus varius
Sittiparus varius,Sittiparus varius
Skimmia arborescens,Skimmia arborescens
Sloanea hongkongensis,Sloanea sinensis
Sloanea sinensis,Sloanea sinensis
Smilax china,Smilax china
Smilax cocculoides,Smilax cocculoides
Smilax glabra,Smilax glabra
Smilax hypoglauca,Smilax hypoglauca
Smilax lanceifolia var. opaca,Smilax lanceifolia var. opaca
Smilax lanceifolia opaca,Smilax lanceifolia var. opaca
Smilax ocreata,Smilax ocreata
Smilax retroflexa,Smilax retroflexa
Smithia conferta,Smithia conferta
Smithia salsuginea,Smithia salsuginea
Solanum americanum,Solanum americanum
Solanum photeinocarpum,Solanum americanum
Solanum capsicoides,Solanum capsicoides
Solanum erianthum,Solanum erianthum
Solanum lasiocarpum,Solanum lasiocarpum
Solanum mammosum,Solanum mammosum
Solanum melongena,Solanum melongena
Solanum nigrum,Solanum nigrum
Solanum pseudocapsicum,Solanum pseudocapsicum
Solanum capsicastrum,Solanum pseudocapsicum var. diflorum
Solanum pseudocapsicum var. diflorum,Solanum pseudocapsicum var. diflorum
Solanum pseudocapsicum diflorum,Solanum pseudocapsicum var. diflorum
Solanum diphyllum,Solanum pseudocapsicum var. diflorum
Solanum torvum,Solanum torvum
Solanum tuberosum,Solanum tuberosum
Solanum undatum,Solanum undatum
Solanum violaceum,Solanum violaceum
Solanum wrightii,Solanum wrightii
Solena amplexicaulis,Solena amplexicaulis
Solidago decurrens,Solidago decurrens
Soliva anthemifolia,Soliva anthemifolia
Sonchus arvensis,Sonchus arvensis
Sonchus oleraceus,Sonchus oleraceus
